id,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,mfccs_mean_0,mfccs_mean_1,mfccs_mean_2,mfccs_mean_3,mfccs_mean_4,mfccs_mean_5,mfccs_mean_6,mfccs_mean_7,mfccs_mean_8,mfccs_mean_9,mfccs_mean_10,mfccs_mean_11,mfccs_mean_12,mfccs_std_0,mfccs_std_1,mfccs_std_2,mfccs_std_3,mfccs_std_4,mfccs_std_5,mfccs_std_6,mfccs_std_7,mfccs_std_8,mfccs_std_9,mfccs_std_10,mfccs_std_11,mfccs_std_12,cent_mean,cent_std,cent_skew,contrast_mean_0,contrast_mean_1,contrast_mean_2,contrast_mean_3,contrast_mean_4,contrast_mean_5,contrast_mean_6,contrast_std_0,contrast_std_1,contrast_std_2,contrast_std_3,contrast_std_4,contrast_std_5,contrast_std_6,rolloff_mean,rolloff_std,rolloff_skew,zrate_mean,zrate_std,zrate_skew,tempo
656,0.1874331032,0.0964750482,0.1072807464,0.2068492108,0.34760816990000004,0.3149609357,0.22740490440000002,0.2786840437,0.2896649723,0.2803458146,0.2372269723,0.1899618553,0.1502584908,0.1084922602,0.1481286722,0.1435786217,0.1364636215,0.16451736349999999,0.1540097568,0.1952970704,0.1760556648,0.17844550550000002,0.17347240120000001,0.14003534550000002,-402.36077140559996,157.9298851876,18.5243157148,-2.8406439554,8.6246305591,-1.7298686613999998,-10.286864142799999,-13.312082697200001,-15.5229722659,-13.680112156300002,-11.061159549400001,-12.752290431199999,-13.2869193251,40.5895920664,20.110158343,20.117728081099997,9.655528776699999,9.1055217523,7.358195949600001,7.5559697183,7.621098592999999,7.5337480503,6.6243630049,6.663673547899999,8.4647913533,9.1688290337,651.3990470384,181.99360386810002,15.747551771900001,27.0778316256,24.067014444699996,32.7377397873,33.312897054400004,34.0344777869,29.5592522169,39.2723177854,4.9077125596,4.7308363668,4.561829578399999,3.5152036841000003,3.8842007369,6.3409429318,4.8537284551,1091.6590695035,356.1354656731,356.1354656731,0.0407945023,0.009560517,1.2708031421,54.978390957399995
657,0.33679358859999997,0.2837119718,0.2067736057,0.158545265,0.1431749779,0.2237115249,0.3386873907,0.40561535439999996,0.2776620228,0.1516310708,0.1511769129,0.26050294469999996,0.204425213,0.1233730613,0.1197060056,0.10994288099999999,0.0938319111,0.1282982165,0.1278532459,0.1403197447,0.1106875905,0.1017041723,0.1076181993,0.13673593480000001,-149.2280577231,117.2431201892,13.026603592,27.881804020300002,-5.5687641669,11.9915359724,1.2759960634,9.7422158611,2.8541369429000003,8.107382556000001,0.5153722715,4.7449758824,5.525734109299999,36.0561170287,19.0627461679,18.9222528041,13.3741200603,12.4063739444,11.3967415614,6.9382104528,6.2566539442,9.1805509588,8.025885341,7.0044581176,6.6720606994,7.8160955186,1785.0186081749,515.3906228827,1.0899806920000001,28.035216887399997,18.9807180215,23.172332390999998,24.307102336,21.5626572586,21.382385063,34.9288592042,5.757356623400001,4.5314325599,4.336680343,3.8431546594999997,3.6189516804000004,3.7014243863,2.21925508,4144.9308180183,1410.8867814634,1410.8867814634,0.0519605712,0.0233992663,1.3204267041,117.45383522729999
658,0.058969792800000004,0.0402111088,0.0483366551,0.0776706336,0.22508712620000002,0.2968711682,0.2078540057,0.1022399067,0.1456594114,0.38896183219999997,0.4387332527,0.3197440464,0.049447247699999995,0.0371002423,0.0556125521,0.0807853127,0.1847731399,0.19791206030000003,0.1998077373,0.1389987459,0.1971519982,0.1400195954,0.2716831573,0.2203898585,-328.69366086540003,90.88412144780001,69.9093344388,66.6533306615,7.5614035341,37.9986184783,10.5943016122,24.0296589739,-2.7221909614,2.5138185594999998,-7.5412122109,-0.3467808057,-1.6170184544,28.6887711976,19.0601716765,11.677440859,9.8273802865,8.848399799600001,7.049071794,7.3447596941999995,7.5009628787,7.4156510097,8.585996768400001,7.7223830796,6.9689717506,7.652890795599999,1695.6767504819,673.029222961,0.7855898223000001,26.902222355,21.3410715555,22.311821952600003,21.4620552011,18.6102765262,19.5557102824,39.3728611951,4.5870102763,4.515816518,5.1639769494,3.6101618659,2.8488684402,2.3814249634,2.5196330856999998,4426.5161887887,1988.6852135084,1988.6852135084,0.0201521726,0.007672996,1.1855932184,112.3471467391
660,0.0412073087,0.13927837880000002,0.2820720904,0.1653293809,0.0418530784,0.0496690632,0.1566653003,0.2703824926,0.2751780825,0.3797352445,0.4689808079,0.2743365252,0.0595153766,0.092606016,0.1399815125,0.1067231607,0.0905861435,0.08683789369999999,0.16327248630000002,0.2614130718,0.20117723170000001,0.11270541419999999,0.1568213266,0.1529658819,-331.1528520444,156.9406890385,3.6564441444,36.3253526802,-5.6094993126,-2.9389985822000004,-8.0819343645,-2.8420163308,-23.0444733044,-5.1874595336,3.7915683548000003,-13.249363328900001,-11.011801292000001,51.895667680600006,14.876071293499999,14.458761127899999,12.3042471244,9.7860395331,8.8711086738,12.5337191257,9.8909918317,7.8281852463,12.5038050044,9.5825500459,11.1812250328,10.3916240111,1049.82099792,314.8205561052,4.1074085544,23.1126485727,28.2324003729,31.2216982299,27.764228378200002,26.2489914349,24.8543693829,37.9004900116,6.7607351725,5.0044782183,4.7840104732999995,4.4481726498,6.4600318077,7.3256530923000005,3.4836815347,1934.9818422769001,894.6599877428,894.6599877428,0.049194147300000005,0.0231352395,1.2978700478,89.1029094828
661,0.1484700583,0.2400507587,0.3454181082,0.4280325375,0.3660518588,0.2270871305,0.21866267879999998,0.2501259571,0.28963001850000003,0.2083869144,0.1310406485,0.10214446220000001,0.11650696880000001,0.1262929353,0.1295367526,0.1418561209,0.112758101,0.0812078096,0.12130426679999999,0.1535084249,0.140486355,0.09676927869999999,0.0828427593,0.0835048882,-426.72646569089994,51.532344158,-1.4610234844,36.3678520309,-20.250156347,12.9257087725,-8.3063704187,-11.075552621300002,18.0723399164,1.5611192108,3.6410342704,9.0712588714,-17.6156963829,91.10844249649999,14.624145418900001,23.9524369427,14.2431084446,8.6060117044,14.4759985768,8.5299963995,8.5553332736,10.087547888,9.2134910151,8.891498996000001,9.0099803941,8.497407454500001,3243.007163824,372.599608796,-0.5974823364,25.3649845531,18.1927527925,21.132962164200002,20.0283908579,21.2284561711,24.545668877399997,34.255120934699995,3.1673104757,4.4680316501999995,4.0831783319,3.8448342339,3.2011911457999997,2.8172593693,2.7366371591000003,5373.798880953,443.87000214389997,443.87000214389997,0.1697246506,0.0566746616,0.2541980834,143.5546875
662,0.1660504058,0.337844419,0.35224422340000006,0.2563610366,0.11722527890000001,0.14785810060000001,0.2573537582,0.2832227483,0.2176515825,0.2441593471,0.2520218687,0.1476003271,0.12428953820000001,0.1266959117,0.18667683780000002,0.1796558407,0.1127019542,0.14312274960000002,0.1713964264,0.1639997727,0.1359643046,0.176894985,0.18845864559999997,0.1441429391,-277.6841054217,133.33687730370002,-16.060930008099998,28.1328211833,15.5190424452,10.7513055302,12.9060822585,2.2469345785,7.8964717075,6.4245330533,3.1826916945,3.0525271765,-3.6075919888,52.6880829332,20.7988186553,17.752943232,9.998830270800001,10.4677820391,9.210672646699999,9.3652521762,8.2352171805,10.1715335308,12.600457509000002,15.3093473352,14.6310485087,16.4462925216,1316.3141739659,374.76425746309997,0.9536399377,33.8254794341,22.5094175035,30.179976543200002,30.2956395583,27.3845814917,25.7594794769,37.379833551,5.391637845599999,5.0037680226,5.9282259982,5.700217993300001,4.705819555400001,5.0426085933,4.4343913735000005,2417.6817055279002,836.4329229903999,836.4329229903999,0.0560683221,0.027611921600000002,-0.0150208516,92.28515625
663,0.1840494662,0.1874146207,0.1475757515,0.1399918576,0.2299757191,0.3034394843,0.3145006965,0.43788300539999997,0.370459145,0.1511930205,0.22378168280000002,0.2503987322,0.1003417786,0.10410945220000001,0.1371536745,0.1485495708,0.0944914385,0.0692227978,0.1358176751,0.12863797859999998,0.20754506550000001,0.0841159554,0.061986151399999995,0.1289918812,-273.6587918868,106.34926497629999,27.0104132363,33.559131795,15.063503133,13.2696776385,5.7226239198,7.1211570893,1.8558974107,5.6198812725,3.5706691114999995,4.5505203272,1.187474445,51.444391971099996,34.880492774699995,19.5981474264,10.4747007271,8.3126096472,9.335966517000001,9.4879221549,8.910487366,8.4544193943,8.2344635736,6.9349511803,8.541499226100001,7.654600405,1931.1295901019,968.7921172181,0.8948419707999999,28.5931423439,19.5458256758,21.6087116091,18.1172297763,18.287488903499998,18.565508009600002,34.7636461952,5.2192490671,5.4104611192,6.0977111462,4.4349123539,4.1138628182,3.0329029302999997,3.6511520625,4446.3346454791,2289.381030603,2289.381030603,0.04328169269999999,0.0568924021,4.8280305293,172.265625
664,0.3569809743,0.26859804379999996,0.34310710920000004,0.4578445525,0.36316025700000004,0.1811471539,0.1087811315,0.061213922999999996,0.058817933600000004,0.0956186475,0.2487347475,0.3644954024,0.09332968369999999,0.0746817201,0.07175821480000001,0.0712288578,0.0729746482,0.1149913116,0.11110943820000001,0.0908080478,0.0897231786,0.0595132147,0.060002301699999996,0.08139056019999999,-65.0691097442,76.5770224769,11.2011616255,31.9231575658,6.7382146181,17.0047405505,6.2258952491,10.976303894800001,-0.3756650831,6.7699566823,4.4151465545,11.7698007875,-0.44767870740000004,38.596526044899996,12.7615773031,17.5989363129,6.8019377376,7.1208185993,8.065111350499999,5.702766864299999,5.8548983177,6.6539666916,6.3405616729,6.1260021811000005,6.0822155512,5.713381577100001,2576.018146044,422.4240605544,0.37944364799999997,29.189027782300002,16.3893071556,20.91791342,21.719270908400002,20.8104876434,19.8413263266,35.1922995711,5.3769901317999995,4.2610576688,4.4499005161000005,3.4707801806,3.3526782065,2.9851569937,2.5122342053,6068.4083163278,913.7704085574001,913.7704085574001,0.0685752149,0.0288124729,0.4796905107,143.5546875
665,0.32314981789999997,0.4143764344,0.34145089,0.2814891222,0.2420360651,0.2335352195,0.2388004591,0.2029652088,0.1523003266,0.1557641915,0.181738541,0.1982768219,0.09854474839999999,0.0961225498,0.10499958050000001,0.13470379119999998,0.143752075,0.1314175786,0.1564348301,0.1435007047,0.1282760614,0.1335771298,0.1285240758,0.1223280518,-246.2599706021,143.1018699487,-11.199012763099999,34.459386470700004,17.469173638900003,13.8163899907,6.537288771,6.0798369099,9.2104069554,4.0946651655,-3.7258406929000003,0.2214666081,-3.0152828212,37.213199211399996,20.6802266472,11.3501741049,8.0061913413,9.287499732,7.7669688463,10.139099015,7.805446750700001,7.6528463393,10.2824902055,11.7218874834,9.5687815205,11.1132347349,1263.5092678122999,319.9429637778,-0.035273704100000004,31.4343609215,20.5139932078,28.396022868600003,27.373424535599998,26.6005833071,24.893417025,36.9849114143,5.2949843831,4.747369583,5.6351435541,5.1999419312,4.2762949862,5.1544508273,3.7224562623,2447.3578097831,725.3859524008,725.3859524008,0.0471806475,0.024667504700000002,0.5547432757,117.45383522729999
666,0.2624215645,0.35014279130000003,0.3474277583,0.280144875,0.23036732,0.27142905230000003,0.2570998832,0.1982282972,0.2809089854,0.2898235575,0.2020525591,0.182244123,0.10232226550000001,0.0963793356,0.11784957050000001,0.09091450150000001,0.10074883230000001,0.1512548609,0.1252810426,0.0915079614,0.1043182071,0.11538501150000001,0.0876488757,0.0968291715,-236.4146205571,104.6654213125,-5.3271163268,33.0781062226,8.306008519199999,24.7002110236,4.6130082447000005,8.43625712,-0.7456072502,7.1558484843,1.0469167422,9.829907630700001,0.614128617,65.2674176821,30.121092117800004,28.437780655300003,12.163366191600002,10.2891360614,7.7862166832,8.7360476461,6.1993348704999995,7.9535539551,7.6970546792,7.832541245700001,7.4639512162,7.9571714102,2066.1242049211,883.2150793712,0.5965042542,33.9550292673,16.457350956099997,22.3335704225,23.593916549699998,21.1699857349,20.0068341208,37.5962351048,5.7121108141,4.4010519297,5.7396098314,6.413952878099999,5.4002097227,4.2829526275,3.6827880471,4404.3558588716,1931.0688370391001,1931.0688370391001,0.060209105199999995,0.0402470756,0.7853743168,143.5546875
667,0.1457479728,0.1597347889,0.2048398921,0.2356878415,0.1720005054,0.079401624,0.17985824600000003,0.37855339369999996,0.4082339115,0.3086407919,0.2080712404,0.17160877170000002,0.1514584852,0.18186440280000002,0.1600544058,0.20529294120000002,0.17123403239999999,0.10728522900000001,0.1411206357,0.14162135509999998,0.1679971977,0.1577730194,0.1700514,0.151406075,-329.4298816577,116.74731318159999,13.5814462593,44.3426511054,15.575962757300001,3.5381061100999998,7.1603888410000005,-0.2458211318,-8.8462147565,-5.6031922062,-9.3810316454,-0.6006820906,-10.2928411614,65.3432509269,19.3929284685,17.8979560495,11.1549292068,8.9884177691,11.1520068124,9.3643107473,9.850395495,7.862603900700001,8.870038491499999,9.6228743472,9.8582296812,7.8003171092,1484.8640207488002,633.9074849675,3.1408753354,33.913471338,23.693417176500002,29.1504776522,26.8002852732,25.730936781399997,25.838482803,40.5747114145,5.693864712000001,5.073704441499999,5.918436716,5.2674496812000005,4.8941205504,4.6415830029,4.0660761352999995,3106.5722505313,1397.4834903406,1397.4834903406,0.0412518414,0.022010949,1.3856272334,99.3840144231
668,0.3115906623,0.2517615633,0.2025082798,0.2185738404,0.2843694675,0.29353178399999996,0.2784538868,0.28513081760000003,0.2147553213,0.14910140619999998,0.1131640894,0.1392905355,0.2328388414,0.1944602643,0.1596538619,0.1207641973,0.15059535,0.1629569922,0.1697567299,0.1599676364,0.1537667691,0.1488151503,0.1456053503,0.1469253774,-258.3346292796,130.5328035597,8.8436671269,33.2452601841,6.742263756,9.7981867246,8.362521121799999,13.160538661099999,-5.646903044199999,7.981710719700001,1.4048604606,6.9459320236,5.6098847949,66.5668989587,35.5695697273,27.9624370656,13.1610798919,12.6506085355,14.7219205729,10.6347652033,9.527969646799999,12.980946106800001,10.3355436569,9.2323059939,9.0523527555,7.726650686,1735.9098152451002,1135.4348213707,1.3121690820999998,23.013922690300003,19.661518461300002,23.655255812600004,23.082444291599998,19.945765968699998,19.603423419600002,36.1391241911,6.085628542899999,6.0120791564,6.4818110609,5.6336368535000005,4.2973678837,4.1706002698,2.8732974374,3665.2064624275,2375.5101069834,2375.5101069834,0.0372261598,0.0356491425,3.4448126410000004,161.4990234375
671,0.1983866592,0.2139140384,0.2675081764,0.2786474743,0.21889334989999998,0.10807798310000001,0.1604196043,0.19788629670000002,0.22978142079999997,0.2257470029,0.23168964879999998,0.1907735608,0.1885603707,0.2096446117,0.21224998379999999,0.21197570570000002,0.1969525545,0.1332676543,0.1675282651,0.17958467109999998,0.17832393829999998,0.22748052940000002,0.2019123075,0.1915256053,-408.1123796407,150.1761010459,10.942682306400002,6.7239620292,1.6819032974,-3.9019727712,-4.7752842923,-8.3019256633,-3.0626586239999996,-6.4276799432,-7.577929779600001,-5.5518871883,-14.1007118278,67.5639351954,35.3316547123,28.3160850569,11.7564200677,9.5103994634,9.6626698102,9.6507850835,11.6202405274,13.1261574183,12.583264833,14.7379083759,14.424707747000001,13.9654222952,1010.5839040431,404.6032084197,1.6694456184,35.4051162311,25.400678916999997,33.174150338800004,32.6836162969,28.5528202575,25.2032803244,36.4588629747,5.819368944600001,5.4220719454,5.8696499808,5.5807662992,5.7095378088999995,6.4559336078,5.177787728999999,1617.7858898039,874.6989296306,874.6989296306,0.0539921835,0.0242206505,0.6684796713000001,184.5703125
672,0.1896609718,0.163819931,0.1690741584,0.3006656451,0.3514933132,0.2769056361,0.1413774199,0.15679346,0.23963093359999998,0.2271188213,0.21619547690000002,0.1850826297,0.11852398789999999,0.136914893,0.1498157049,0.2329697352,0.2234053486,0.1284508589,0.115992759,0.17137384149999998,0.23459520260000002,0.2273642911,0.1828283388,0.15654395029999998,-358.52259779,147.7090449123,49.524711233199994,24.7870071742,19.0611462931,27.9535284233,19.216202988,6.5666346591,-1.1469720687,6.0819645125,7.3316290272,2.1625109333,0.4668208197,40.6323215144,20.172289206600002,22.2173445055,13.7284716367,9.719650509,8.4492313052,11.2964622889,8.3782168735,9.5585328352,7.6180622002,8.547502555700001,6.1092232941999995,6.5554339755,895.8569876953,608.7955063594001,1.2092107485999999,30.0946867358,19.235748370699998,24.3160548217,25.1570509252,25.0250528427,21.6298169519,37.3188689946,5.150400972,4.904000521,5.1371555861000004,4.7124038913,5.0973879649,5.88591218,3.4701697501999997,1800.7141113281,1682.7535866667001,1682.7535866667001,0.0175101683,0.0117345352,1.980961042,129.19921875
673,0.27885020969999996,0.2054376109,0.164960724,0.2013027467,0.2788670183,0.26169566780000003,0.21425173760000002,0.20564039829999997,0.2555777145,0.283606397,0.25107136809999997,0.2537959293,0.168664612,0.143832397,0.1539134704,0.1221586477,0.17222150579999998,0.2027842451,0.1527143624,0.15093581080000001,0.1407319015,0.18083296329999998,0.151084604,0.1571399152,-89.6592909015,58.9177607664,21.3883384035,28.1023603944,10.0522214382,14.6909906674,1.5429520596000001,11.256527869100001,-0.31937430440000003,7.4243212863,-4.8126155307,4.8266797352,-1.1727712546,33.8103809288,20.4628346589,15.052562829500001,12.9580628605,11.656599117799999,9.702785477599999,8.0172060045,10.0692311915,8.1270544783,7.3908018398,7.8406715376,6.930794937000001,6.022643444400001,3417.2793944408004,860.1578210117,0.2508482885,24.506798859899998,19.7087853644,21.9866841119,20.791241654300002,20.2000072107,19.5624453064,35.3774284778,5.780074534400001,4.339822651,5.1615016247000005,3.9918044288,3.4113315700999998,2.9894595431999997,3.7397824064,7193.3718463072,1230.8188224843,1230.8188224843,0.1350515464,0.0649329776,1.3764189913,103.359375
674,0.3131684876,0.4158629597,0.4179266434,0.3438334962,0.236673876,0.1678734327,0.20431799399999998,0.2306492451,0.1959440862,0.1365104048,0.1046561723,0.13666641289999998,0.09980606859999999,0.0874351952,0.1106133375,0.1114148837,0.12113768539999999,0.138109816,0.1396279799,0.1473171444,0.1486270702,0.109851166,0.0885028512,0.1053890496,-255.5689010598,164.4264448075,0.3886421032,24.9153424398,20.6592486709,11.8642715271,3.8428953014999996,2.0676109238,3.0762422577999997,-1.9700152316,-1.761968536,2.9477310946,-2.9398178948,35.9739174089,15.346116356800001,12.5977236219,7.6347011925,8.8437262602,7.767908381,8.5242965034,7.005604806699999,8.8306591691,10.0608489398,11.393678746400001,11.76220949,10.933500179100001,1056.529441691,333.3941939038,1.1992164726999999,31.8970415309,19.0435948947,26.5308074028,25.7484528919,25.027238149000002,21.8842191946,35.915276588400005,5.1578447527,4.6253431504,5.240166945,4.6772634278,3.8342980102,3.6371895219,3.3553694277,1922.2157649404,719.8698796161999,719.8698796161999,0.0350178197,0.019028313600000003,0.7274924364,107.666015625
675,0.5100686892,0.3240280086,0.17162886559999999,0.127146184,0.1628149002,0.1454230943,0.1469132163,0.1474557061,0.10502361810000001,0.138958553,0.2671239538,0.47027695700000005,0.09181560150000001,0.1017757461,0.078483556,0.0752506007,0.16257570970000002,0.1765508952,0.148776503,0.164504173,0.1230939647,0.0836032685,0.0981504774,0.0786881623,-290.5413410184,156.2300000241,14.106596684100001,30.832401677100002,13.3480193501,14.820601686300002,12.413787129000001,1.4257922867,-1.2751821303,2.9592668155,-4.8313635992,4.2263563056,-6.0937174545,30.8895699698,13.4936477921,14.6270393069,8.6641088623,7.0264231639,5.2659653731,6.460190735,6.911145084299999,5.117478895,4.365526974700001,5.1692801976,5.6901096655,6.5905939116,1149.6567903728,454.8902600979,1.46822886,33.3606290343,16.9505158236,20.689624155,21.3459331144,21.933325225100003,21.2924726532,33.5280429509,5.3956864342,4.4515619126,4.757778532,3.9316258696,4.4416581812,4.0877327503,2.5174042281999998,2371.0887035881,1463.2235053473999,1463.2235053473999,0.025487526200000003,0.013012690300000001,2.1763969779,117.45383522729999
676,0.1297571827,0.1891822817,0.24341704809999998,0.1440449846,0.0874032523,0.15811242720000002,0.1928181948,0.2388047926,0.43558220579999996,0.5167713079,0.40948045439999997,0.2109376336,0.06000373269999999,0.0978310068,0.120525342,0.0795869254,0.064674117,0.06834639769999999,0.0667208918,0.09381241130000001,0.0732940808,0.0601137202,0.046055067000000005,0.0657916274,-147.19524407309999,90.2389872966,-0.3417778985,37.57628398,6.2064893749,15.6237776127,5.9068477971,10.206946867100001,-2.4580561522999997,3.1554949055000003,-2.7640764779,4.1088815916,-4.0234429304,28.7797679748,13.2322896624,10.293348745800001,7.3828639249,6.5352079856,6.2210016504,7.498404361,6.707344610700001,8.2680786283,9.9707309374,7.5607766213,9.6593352923,9.5945439477,2223.7201545854,438.8925577121,-0.062466416,30.237405259099997,18.1469180492,25.875592508,26.7307741002,25.497343040900002,24.778279358600003,37.8108043771,5.1794821058,3.9620401829,4.0394933888999995,3.5998332276,3.321020208,3.1262786774,2.8984699927999995,4924.1975810834,974.3529604097,974.3529604097,0.0848678597,0.0295274328,0.38957475560000004,161.4990234375
677,0.39953836439999996,0.3349451845,0.2734143748,0.2676323322,0.246701025,0.25606419329999996,0.19617426719999997,0.14187308710000002,0.1334078414,0.20698996390000002,0.2902808596,0.3814534603,0.09984490970000001,0.0866424324,0.08002230980000001,0.0906766877,0.10695484050000001,0.0999491718,0.0802096803,0.08012973849999999,0.0788681188,0.10545801369999999,0.11248674689999999,0.0998168363,-117.15491269969999,83.6409179135,-1.1178582326,19.4703438395,7.458439290399999,31.737631844899997,5.4363392512,14.0500809051,-2.2286295153999998,5.1375365228,-4.8235131864,6.10009202,3.3771186873000003,23.2911721947,19.0210571079,15.3524108338,11.387792018699999,9.2686529739,7.5844512905,9.2887171517,7.9181711434,7.111166045,6.1757327635,9.3704971202,12.513083409000002,14.0273282199,2803.3157410142,781.2430910007,0.1873775649,31.8245251278,17.553071701900002,25.2975860404,24.6633484539,21.2130334625,17.4843882302,37.2519472441,5.4136695796000005,3.9092871191,3.9721272997000003,4.2007251244,3.5281921618000003,2.2544454832,2.7859550938,5987.0846967977,1447.7387657279999,1447.7387657279999,0.0750124271,0.0285090977,0.16744169650000001,103.359375
681,0.17696997670000003,0.2630686977,0.27530774620000004,0.1799430695,0.09239577269999999,0.122698929,0.1937164184,0.284922773,0.37331982119999996,0.38017499109999997,0.30090994050000003,0.2250279252,0.1439060337,0.15482872050000002,0.20990278980000002,0.13558177429999999,0.0931569878,0.08674276939999999,0.09572615220000001,0.12078930380000001,0.1354956879,0.15426445119999999,0.14226187740000001,0.1201869468,-190.1770615575,100.1445436627,11.204365254,35.2997308467,13.1653473017,21.204912805899998,8.7112383908,9.7344229381,-4.3058087056,4.8756984713,-6.4457082646,-4.4992390822,-6.2747245063,36.4371676323,18.136375457899998,12.0465637677,11.294587466,8.0659912111,8.5327653493,10.192864908999999,9.8561903088,11.940640710699999,10.762100713099999,9.2971736816,12.346542343,8.8857925463,2125.2680766524,592.547508304,0.45436600619999995,25.3399590097,21.1965219129,24.3456332605,26.5996728899,26.7113485851,22.488786506999997,37.8044407163,5.9582782201999995,4.5165889918,4.857103965299999,5.0995705494,6.2159874999,3.2128630018,2.8565099175,4864.6613744362,1492.8783155179,1492.8783155179,0.0828472334,0.0360750238,0.2493219608,135.9991776316
682,0.4020657214,0.4759443136,0.4127484442,0.3068964044,0.2047591296,0.12303699929999999,0.08990503949999999,0.0813696154,0.0786157649,0.1126842465,0.17790340640000002,0.2589034716,0.1251851783,0.1060440632,0.1140500619,0.1299501844,0.10025400400000001,0.1072141607,0.1084060026,0.1087639934,0.0960223103,0.1050519668,0.12114374189999999,0.1451757141,-344.2663210307,140.2527577807,24.7019218786,30.0788650082,15.2359863702,14.7553862631,13.8722248988,10.2730792312,6.048250958400001,12.7022368,1.8146674909,3.151049768,2.3100858888999998,73.6256638639,31.9644506465,25.516849603,11.5661709623,11.7044895076,11.4184190865,8.872766428,7.424654746799999,7.4501451441999995,9.4285508789,11.0510685837,8.6945344088,10.8164433138,1378.2147756286,983.7555879788,1.7652889006999999,30.575629971599998,20.0425791041,24.6864216202,23.713829096999998,22.6097754077,20.558638221600003,35.5465988089,5.6428030602999995,5.4251613594000005,6.7418786614999995,6.4469920076,5.693294849400001,4.7672886998,3.6924100556,2821.5041477492,2313.9850532743,2313.9850532743,0.0331850126,0.0345831069,5.105828894,117.45383522729999
684,0.18458129559999997,0.42404759630000005,0.49474247340000005,0.4196919282,0.266859591,0.1480123499,0.18880999760000003,0.09044390449999999,0.046009679299999995,0.07503671599999999,0.0689594798,0.1023826717,0.1759273254,0.12245964359999999,0.18774984620000001,0.1102478242,0.1119545155,0.0952126425,0.1298340772,0.11221982,0.0978598093,0.1296260845,0.09865509,0.1573302774,-268.2889326706,186.40518539009997,7.883756184,36.2418440734,18.5921242701,1.2192989570000001,8.4663981415,4.1515052766,-10.846080119100002,-10.1382925109,-11.0751060543,-13.1620487697,-9.9433636853,35.0921181675,15.7492989327,18.211891840299998,11.2174901554,9.0987469269,11.5086251543,7.9388123104999995,7.6825364791999995,9.126669504299999,7.3442739288,6.615907729,6.8679259356,6.9637348565999995,859.6236497471001,385.9548000693,2.5005023317,35.084134228,23.328015608,24.870047594499997,23.3245592066,25.0113200164,22.849967910900002,35.8953363157,5.5445808353,5.1596892301,4.0998351781,4.0073237485,3.6207687257,4.9856600763,2.6868488589,1566.0188466495001,1018.5492550309,1018.5492550309,0.025485261000000002,0.0085399882,0.9685096935999999,99.3840144231
685,0.22065178789999998,0.29082632070000003,0.2914865804,0.21650451210000002,0.18854659420000003,0.3245199421,0.3155814768,0.1769978191,0.2158276596,0.2906458809,0.2851789189,0.22454512010000002,0.1579220556,0.1337147527,0.087273269,0.10643152619999999,0.1466236667,0.13453088300000002,0.1446447853,0.09071204529999999,0.1463039112,0.1247117063,0.10714424939999999,0.146144733,-375.02630304699994,164.4864474573,-28.522381558000003,2.0311721419,-17.3976102443,-14.6885698895,-7.8549996793,-2.8597112282999997,-4.8737399397,9.555516514299999,1.0356161006,3.8945499113,4.4507327798,100.07579148639999,40.0987481171,31.42294152,19.2887443808,16.089618631300002,20.1429685958,12.531371863499999,8.584486908099999,8.206086513099999,9.0127829448,6.8372278671,6.465319130499999,7.0900986255,1179.4964436921,342.4329122838,1.8100837043,23.2765211056,19.814746347,26.905879891999998,25.376757233200003,22.192006807600002,24.1894093975,38.8226483468,6.9987383616,4.7119137605,5.7830272342999995,4.1979103881,5.0860449156,6.4326303886,4.4381871923,1958.9498555292,780.2033007291001,780.2033007291001,0.0649280666,0.0126808589,-0.4595144269,129.19921875
686,0.295542378,0.1573299963,0.10602463039999999,0.062298840300000005,0.1778155623,0.2441066903,0.3383425806,0.4173720214,0.34441369270000005,0.11338012439999999,0.1003399317,0.2500508507,0.1822797488,0.1423947267,0.12565281179999999,0.0806466784,0.1793178791,0.25284082,0.1233560329,0.1493483916,0.10268794710000001,0.1635807398,0.12346163060000001,0.16395948800000001,-323.0179305734,147.1806757863,8.1321920922,34.3171717331,18.7182283596,6.9406686155,4.7274387801,-3.2069500101,-13.2049059744,-13.0232788233,-4.373907899,-2.4152819533,1.8148225872,72.6415465154,23.2585051561,31.9117665964,14.932943074,11.030857978299998,8.3605014813,8.2178717063,8.1184877318,7.4438320742999995,6.4557589657,6.749578639199999,7.4869936273,6.9559863588,1011.0353460169,485.8002942052,2.2649772835,36.6235814789,27.6385740948,30.5716807379,27.9137148957,26.366008310799998,22.795037565900003,35.5014064519,5.6493182029,5.2826577568,4.6799897471,3.7950466407,4.5689423069999995,5.5856506834,3.5841897991000002,1907.3747449165,1191.1352884746,1191.1352884746,0.0332179671,0.018807131,2.6945861166000005,172.265625
